[StateFP][ElectionYear],State,StateFP,Election_Year,w,w1,v,mvc,l1,l1w,l2,l2w,linf,linfw,r,r^2,BVAP%,Dem%,REP%,Votes,VAP,Winner
312020,Nebraska,31,2020,0.2734123534738917,0.8552715135106062,0.00461476850159836,0.14842088403622275,17.771241383553825,0.1910886170274605,2.02805420762817,0.02180703449062548,0.49438629242252247,0.005315981638951854,0.6147170640558979,0.37787706884150285,4.090275376299073,39.358860663730205,58.50992737298678,951712,1373575,Republican
252000,Massachusetts,25,2000,0.3879575618153125,1.206007654482282,0.00923007817723601,0.42178215662996715,7.5410367731271455,0.5386454837947962,2.0216554519300876,0.1444039608521491,0.6181550096397491,0.04415392925998208,0.6083001488864233,0.3700290711352447,6.17036839740965,59.803794621055836,32.501191276011994,2702984,5030980,Democrat
252004,Massachusetts,25,2004,0.3793804151343265,1.347876008118782,0.011600272367864477,0.524178705880986,8.19662739538581,0.5854733853847007,2.2075717115405684,0.15768369368146917,0.7108877358757514,0.050777695419696525,0.2367756988932994,0.05606273158641039,6.17036839740965,61.93542893323279,36.77768896177295,2912388,5030980,Democrat
252008,Massachusetts,25,2008,0.38467838690146755,1.406175802135098,0.012541341013915084,0.5651654708439793,8.312385640159606,0.5937418314399718,2.243603939935652,0.16025742428111803,0.72905641366734,0.05207545811909571,0.18322899958561964,0.033572866289147005,6.17036839740965,61.794721510409765,35.987149729857435,3081336,5030980,Democrat
252012,Massachusetts,25,2012,0.3872320112902891,1.380008198555009,0.012025382068374358,0.5382145080507659,8.121375891757065,0.5800982779826475,2.194978605549332,0.15678418611066655,0.7370739372399304,0.05264813837428074,0.20559576656458203,0.042269619229278105,6.17036839740965,60.65124107928392,37.512670597300875,3167767,5030980,Democrat
252016,Massachusetts,25,2016,0.39798892923194523,1.3669249163906652,0.01206101726634432,0.552870701331642,7.9170944311242994,0.5655067450803071,2.135412508340897,0.15252946488149263,0.6967408230961516,0.04976720164972511,0.401925055078391,0.16154374989976764,6.17036839740965,60.93029434533853,33.31423659092609,3274555,5030980,Democrat
252020,Massachusetts,25,2020,0.4010823152650931,1.4206445274483723,0.013269859756231675,0.6089444488383633,8.549323709336655,0.6106659792383324,2.3034820320069356,0.16453443085763825,0.7365721012611843,0.052612292947227454,0.30449283167280417,0.09271588454012265,6.17036839740965,65.12298370286535,31.90815758863096,3658005,5030980,Democrat
042000,Arizona,04,2000,0.3347296463815789,0.457609372711667,0.004024153598294388,0.16607656599974574,6.488848203813686,0.4325898802542457,1.7091815207764331,0.11394543471842887,0.6588986168799014,0.04392657445866009,-0.1305367399994611,0.01703984048968691,4.346095543804029,44.67343670251148,50.95139667025832,1534113,5049935,Republican
042004,Arizona,04,2004,0.323539135465741,0.5030871340676509,0.004295078324134014,0.16382392888912567,6.297680274453893,0.41984535163025954,1.6699253326935193,0.11132835551290128,0.6365175950482255,0.04243450633654836,-0.1556271532246722,0.024219810820815594,4.346095543804029,44.396832928795554,54.869434086013754,2012585,5049935,Republican
042008,Arizona,04,2008,0.32635495752837707,0.5533376124896712,0.0047753843372091865,0.1782746542360482,6.279145024658607,0.41860966831057383,1.6754267357687327,0.11169511571791552,0.6477637924635727,0.04318425283090485,-0.0974127074691262,0.009489235576465554,4.346095543804029,45.11525087476428,53.63524782262724,2293475,5049935,Republican
042012,Arizona,04,2012,0.3413703757017418,0.571882942511432,0.005119833254715651,0.19686095338024023,6.285926365318839,0.4190617576879226,1.689428103521792,0.11262854023478613,0.6777946288103022,0.04518630858735348,-0.10305898964530252,0.010621155346710572,4.346095543804029,44.58976694179938,53.654533165974705,2299254,5049935,Republican
042016,Arizona,04,2016,0.35568672792551576,0.5964874717364985,0.005458545899421676,0.21261250784505462,5.847048633653904,0.3898032422435936,1.6004894394798312,0.10669929596532209,0.7064273332578501,0.04709515555052334,-0.01570183380468744,0.00024654758483002524,4.346095543804029,44.58692374121493,48.09016091606231,2604277,5049935,Republican
042020,Arizona,04,2020,0.33590713847412557,0.6052452040841597,0.005513383395525911,0.2026691180621705,6.231027755270475,0.41540185035136495,1.6958451634950082,0.11305634423300055,0.6668681543550697,0.04445787695700465,0.05843959411429473,0.0034151861602435113,4.346095543804029,49.39432143855157,49.08542655379415,3385294,5049935,Democrat
132000,Georgia,13,2000,0.16610946464808674,0.7303495084277317,0.003901661895645494,0.06809122882985183,22.208004732292004,0.13967298573768555,2.070895221400444,0.013024498247801533,0.3204832100740951,0.0020156176734219817,0.8236171435698412,0.6783451991821443,32.10390592788758,42.98476126808185,54.671819667560584,2596804,7482345,Republican
132004,Georgia,13,2004,0.11785820674041292,0.7216812755871548,0.0034022296164763427,0.07136456864967988,15.791424701466404,0.09931713648721009,1.5576808175749721,0.009796734701729384,0.31410073856344845,0.0019754763431663424,0.872040339140003,0.7604543530874115,32.10390592788758,41.41363954662164,58.02897426025907,3298790,7482345,Republican
132008,Georgia,13,2008,0.1759677501909237,1.0513264802767177,0.005132014060031153,0.15819488937917428,16.446827125485164,0.10343916431122745,1.5834636812211225,0.009958891076862406,0.3810410536537797,0.0023964846141747154,0.9018133071782037,0.8132672410036893,32.10390592788758,46.98105459027361,52.193602593243085,3925278,7482345,Republican
132012,Georgia,13,2012,0.16130782806878774,1.0332409994750547,0.00525263710665585,0.17189355616706234,14.755384897282898,0.09280116287599308,1.4009905353874748,0.008811261228852042,0.36081149976184657,0.0022692547154833115,0.926050431851235,0.8575694023318589,32.10390592788758,45.48216048512199,53.29900898706427,3900050,7482345,Republican
132016,Georgia,13,2016,0.1621559146344933,0.974298574289336,0.004888380143297819,0.16620851728415129,11.386371312533669,0.07161239819203566,1.1881307132396872,0.007472520209054636,0.3890277903579462,0.0024467156626285925,0.89803476426999,0.8064664378374564,32.10390592788758,45.640216287365014,50.771585173296494,4114711,7482345,Republican
132020,Georgia,13,2020,0.10497939230885422,0.983609559919171,0.0058136020094295675,0.148913278572132,13.484575875213665,0.08480865330323059,1.43891702918104,0.009049792636358743,0.4330706345459807,0.002723714682679124,0.8523933528912957,0.726574428053265,32.10390592788758,49.505169769542036,49.25169281393831,4998482,7482345,Democrat
552000,Wisconsin,55,2000,0.3848337388483374,0.9558847942117252,0.007576856229568562,0.22673427937905902,32.31825739023955,0.44886468597554935,3.860035327994956,0.05361160177770772,0.7664101487064467,0.010644585398700649,0.22265609166618108,0.049575735156058835,5.639697621288991,47.832819660687434,47.613163514144304,2598607,4392505,Democrat
552004,Wisconsin,55,2004,0.4128654970760234,1.050141591569341,0.008953175667305692,0.27086566967736747,33.722045783100896,0.46836174698751243,4.036503911247009,0.05606255432287513,0.8224736651618187,0.011423245349469705,0.19029930911933335,0.03621382705129559,5.639697621288991,49.69971708441122,49.31987145842503,2997007,4392505,Democrat
552008,Wisconsin,55,2008,0.4340469613259669,1.010650834107108,0.009265212412222496,0.28435557777472315,38.432127053299,0.5337795424069305,4.580824272766435,0.06362255934397826,0.8648365936617057,0.01201161935641258,0.18526623546701604,0.03432357800411983,5.639697621288991,56.21778651794235,42.31366248834809,2983417,4392505,Democrat
552012,Wisconsin,55,2012,0.4324618736383442,1.090520691704076,0.009761477651480336,0.30359932126115485,35.2288855047689,0.48929007645512357,4.217576288878881,0.058577448456651124,0.8616664182864604,0.011967589142867505,0.2568211872661622,0.06595712222880115,5.639697621288991,52.77616253515459,45.93834671361976,3071434,4392505,Democrat
552016,Wisconsin,55,2016,0.392103205629398,1.2295102139414136,0.009829266669952803,0.3023700839863787,27.63255382541313,0.3837854697974046,3.3395817522867683,0.046383079892871784,0.780949082268568,0.010846515031507888,0.38024766888789585,0.14458828969467888,5.639697621288991,46.43607853205559,47.196121452284515,2975753,4392505,Republican
552020,Wisconsin,55,2020,0.409748427672956,1.3425387183186925,0.01154004093691427,0.34729011637213564,29.093978966495754,0.40408304120132993,3.522305050480757,0.04892090347889941,0.816239526355684,0.011336660088273389,0.3695058116942318,0.1365345448758131,5.639697621288991,49.45401643500603,48.8290300823206,3297352,4392505,Democrat
332000,New Hampshire,33,2000,0.2602485402006288,0.2986326541400075,0.0021310908920925014,0.0963729469029946,4.522137244843441,0.45221372448434416,1.4347615977061547,0.14347615977061548,0.5151416763116763,0.05151416763116763,0.07413651941846981,0.005496223511485152,1.090298083647406,46.80317916078731,48.07030985044308,569081,1065305,Republican
332004,New Hampshire,33,2004,0.295594745627404,0.3445496037509873,0.0028210334232329328,0.12420748522239873,5.025153298023999,0.5025153298023999,1.5956149283227155,0.15956149283227156,0.5858340871652267,0.058583408716522664,-0.054800295193708236,0.003003072353317562,1.090298083647406,50.24791120056902,48.87938234695173,677662,1065305,Democrat
332008,New Hampshire,33,2008,0.31515333734215273,0.3704790299512314,0.0032254319938783264,0.14147266375523945,5.5203027069039345,0.5520302706903935,1.7523150479515472,0.17523150479515473,0.6244696899019653,0.06244696899019653,0.01958951735436964,0.0003837491901771492,1.090298083647406,54.12689705613458,44.521428470962206,710970,1065305,Democrat
332012,New Hampshire,33,2012,0.30679592872857386,0.3515543098748075,0.0029952125228242055,0.1339076392179922,5.305990241947513,0.5305990241947514,1.685775201412268,0.1685775201412268,0.6082364533675664,0.06082364533675664,0.16010008983539695,0.02563203876530217,1.090298083647406,51.98268186364078,46.4064726393982,710931,1065305,Democrat
332016,New Hampshire,33,2016,0.27846691801293194,0.3372622889927084,0.002548849568432645,0.11107248640297465,4.572742289487054,0.4572742289487054,1.4546046642525448,0.14546046642525448,0.5476385041961872,0.05476385041961872,-0.11768435219707325,0.01384960675204478,1.090298083647406,46.82626266969056,46.458666981953414,744296,1065305,Democrat
332020,New Hampshire,33,2020,0.30741578030611866,0.35975698952934687,0.00302067888251967,0.1345341839166906,5.14708939614228,0.514708939614228,1.6357514775436184,0.16357514775436183,0.6055362287825606,0.060553622878256066,-0.15974074915569367,0.025517106940822248,1.090298083647406,52.863841121227914,45.48954820217632,803833,1065305,Democrat
562000,Wyoming,56,2000,0.1926469178410507,0.3023134574225145,0.0015514141760431604,0.05744901253066465,5.36754838822195,0.23337166905312826,1.1733805259410663,0.05101654460613332,0.38063047223121244,0.016549150966574454,0.5474753226019448,0.2997292288581035,0.817006224590578,27.698980082527676,67.7565021456279,218351,435370,Republican
562004,Wyoming,56,2004,0.26287525310326615,0.3938403951346805,0.0026551076746943636,0.10713391562721043,5.750748818313835,0.25003255731799284,1.2717708956845726,0.05529438676889446,0.5210871427556434,0.022655962728506233,0.4215386284017952,0.17769481523486677,0.817006224590578,29.07471613783131,68.86184005126773,243428,435370,Republican
562008,Wyoming,56,2008,0.3022898292742131,0.441479581072055,0.0034781687794519286,0.14142005220490947,6.424103683412861,0.2793088558005592,1.4245428586029185,0.06193664602621385,0.5999162950975373,0.026083317178153795,0.44806945813285215,0.20076623931146775,0.817006224590578,32.365887476321596,64.42791024664596,256035,435370,Republican
562012,Wyoming,56,2012,0.2709787159804606,0.392116804493689,0.0027759988926988576,0.11301628036477887,5.378738434346251,0.23385819279766307,1.2246970234450665,0.05324769667152463,0.5372940685100323,0.02336061167434923,0.478862085836089,0.2293088972512899,0.817006224590578,27.818887742360303,68.64262168705658,249061,435370,Republican
562016,Wyoming,56,2016,0.2896174863387978,0.43126802288334054,0.0031269227500343,0.13426941917820473,4.057560725228486,0.17641568370558633,0.9972144277884356,0.043357149034279806,0.5745716092267067,0.02498137431420464,0.36618102509652123,0.13408854314073912,0.817006224590578,21.877357347497938,68.17263307654125,255849,435370,Republican
562020,Wyoming,56,2020,0.3329951984851559,0.5121391025912807,0.004308130732996669,0.18432542870308452,4.8634704108227105,0.21145523525316132,1.1832948710388709,0.05144760308864656,0.6613270335194229,0.028753349283453168,0.36899186567858333,0.13615499693696168,0.817006224590578,26.387866557990396,69.49978994840271,278503,435370,Republican
202000,Kansas,20,2000,0.4178844073724821,1.0872113065113036,0.005497591159858109,0.15873116312933888,28.223705930916466,0.2687971993420616,2.853878239973777,0.02717979276165502,0.45128470148810007,0.004297949537981905,0.5678376141511322,0.3224395560448501,5.51807177208037,37.23839226424526,58.0416632469577,1072216,2097055,Republican
202004,Kansas,20,2004,0.4004364964261923,1.1218810474326582,0.005479844483063297,0.16205304168777995,25.947249959207742,0.24711666627816897,2.6472609388871047,0.02521200894178195,0.5300259275759882,0.005047865976914173,0.5565282979542304,0.30972374642383266,5.51807177208037,36.62309430556444,62.003980615547306,1187756,2097055,Republican
202008,Kansas,20,2008,0.44377845592937404,1.3879925970180882,0.007526550145156029,0.21219820661783773,28.07445307475923,0.2673757435691355,2.872335801929428,0.02735557906599455,0.602795891047822,0.005740913248074496,0.6000018832722702,0.36000225993027096,5.51807177208037,41.651967194013615,56.612254343491884,1235872,2097055,Republican
202012,Kansas,20,2012,0.42252131383233915,1.375653371113793,0.007016179226876515,0.20320942123570665,24.416683098901135,0.23253983903715367,2.5329473414886925,0.024123308014178023,0.5665072847932702,0.0053953074742216205,0.6282610255634742,0.39471191624206836,5.51807177208037,38.04596567882144,59.65895036903655,1156254,2097055,Republican
202016,Kansas,20,2016,0.36927627877113745,1.362302073800058,0.006466177779904851,0.19431857569698788,19.424816729081385,0.18499825456267985,2.0754507009990353,0.019766197152371764,0.5814307606703454,0.0055374358159080515,0.6399667817362498,0.40955748172585277,5.51807177208037,36.052340292957716,56.65453397196731,1184403,2097055,Republican
202020,Kansas,20,2020,0.3427598957895622,1.5015963547301252,0.008092432616186808,0.24378241134126036,21.885718170408662,0.20843541114674916,2.3419648937793576,0.022304427559803407,0.6441342526108409,0.006134611929627056,0.6324374592316557,0.3999771398393922,5.51807177208037,41.55955353883217,56.212512834264736,1372303,2097055,Republican
292000,Missouri,29,2000,0.33777586404518967,1.19430533764476,0.006997806758155364,0.18533506940941108,41.91108248278175,0.36444419550245,3.9510122278832505,0.034356628068550006,0.4965898053375725,0.004318172220326717,0.6862292290685954,0.4709105548280788,10.932475189788669,47.08427334810237,50.42281595937441,2359892,4630150,Republican
292004,Missouri,29,2004,0.3667060418384559,1.2493962283372753,0.007164879865951739,0.19672410383550992,38.79912714664687,0.3373837143186684,3.680884990726163,0.03200769557153185,0.5044776161252713,0.004386761879350185,0.6017506684777009,0.36210386701335984,10.932475189788669,44.57808112231128,54.81406719303644,2589941,4630150,Republican
292008,Missouri,29,2008,0.4005378433798539,1.3142294145679276,0.00813457062888145,0.21396799421019702,40.466978462560206,0.35188676923965395,3.8366019998823773,0.033361756520716324,0.5431362462668309,0.004722923880581138,0.58647378846198,0.3439515045529472,10.932475189788669,47.684548190358825,51.00891562944402,2771986,4630150,Republican
292012,Missouri,29,2012,0.3909027199406184,1.3381148105001177,0.007561937814460843,0.21565190010932916,33.73125484073177,0.2933152594846241,3.209807728279443,0.027911371550256026,0.45143431802562695,0.003925515808918495,0.6675937669602263,0.445681437684145,10.932475189788669,42.66825923198156,55.44458903037959,2620510,4630150,Republican
292016,Missouri,29,2016,0.3583128528012348,1.3179260299354973,0.006529912570225488,0.21909919688637686,21.93968560659546,0.19077987483996053,2.1388220610521858,0.018598452704801614,0.4070022370675068,0.0035391498875435375,0.7554350922943155,0.5706821786697209,10.932475189788669,36.33493605297934,58.603431412807325,2678780,4630150,Republican
292020,Missouri,29,2020,0.3861602050110663,1.430408298731409,0.007715433811218214,0.26062032841930816,22.65136010137913,0.1969683487076446,2.247979332946366,0.01954764637344666,0.46578839676223716,0.0040503338848890185,0.7039083926335458,0.49548702521994203,10.932475189788669,39.64099474027945,58.572423863494386,2889317,4630150,Republican
232000,Maine,23,2000,0.2665346735709209,0.29058542435362533,0.002153210601804681,0.10055679740182373,7.502080432521375,0.4688800270325859,1.8807322644051268,0.11754576652532042,0.5247575962534482,0.03279734976584051,0.39501292061067184,0.15603520744937294,0.7313553424900641,49.08601647394898,43.971850994987854,651817,1070615,Democrat
232004,Maine,23,2004,0.2838358489869727,0.3246327437857381,0.0025183305528944217,0.11432520922210808,8.224773263323033,0.5140483289576896,2.05928706618578,0.12870544163661124,0.5545793216003191,0.03466120760001994,0.12765176803097084,0.01629497388143279,0.7313553424900641,53.044092584230384,45.00983234038834,686510,1070615,Democrat
232008,Maine,23,2008,0.3204914986810924,0.3930274877045045,0.0035087262476025238,0.14684071603127982,8.819710579520645,0.5512319112200403,2.2110129799102367,0.1381883112443898,0.6278906209885584,0.0392431638117849,0.20300064143718222,0.04120926042390742,0.7313553424900641,57.705737297975965,40.38401833790823,731163,1070615,Democrat
232012,Maine,23,2012,0.3112292869964466,0.3854182896029645,0.0033483369569328454,0.13870596281772243,8.627702534803955,0.5392314084252472,2.162909413592929,0.13518183834955808,0.6093661976192668,0.038085387351204175,0.15603654090225047,0.024347402096739683,0.7313553424900641,56.220304565668634,41.03750602005841,710126,1070615,Democrat
232016,Maine,23,2016,0.2996804758523554,0.35974556372832506,0.003027240991734481,0.12889905520170178,6.984245367440613,0.4365153354650383,1.7675828939381666,0.11047393087113541,0.5862685753310845,0.03664178595819278,0.2528439351501071,0.06393005554219157,0.7313553424900641,47.68093168678699,45.02305962435193,743941,1070615,Democrat
232020,Maine,23,2020,0.32861102320405894,0.3816802853204694,0.0035177347514235716,0.15407478036626227,7.59082782446209,0.4744267390288806,1.926185373787135,0.12038658586169594,0.6441296700344915,0.04025810437715572,0.22893423069793103,0.05241088198525351,0.7313553424900641,52.33497946589441,43.754908611680484,822534,1070615,Democrat
192000,Iowa,19,2000,0.2953817582292634,0.72722442793612,0.005156196945176762,0.13627173613752794,43.49352604160631,0.4393285458748112,4.422467443922433,0.04467138832244882,0.5517094189205813,0.005572822413339206,0.37739416293304817,0.1424263542159361,2.8083666432210808,48.53564595538184,48.22064773788865,1315563,2331640,Democrat
192004,Iowa,19,2004,0.32006332889725114,0.7790451467314649,0.005797807255755102,0.16022442565532555,43.71317608855019,0.4415472332176787,4.455782499636489,0.04500790403673221,0.596997770519794,0.006030280510300949,0.3708629728718062,0.13753934464731407,2.8083666432210808,49.23313168421695,49.90065750530225,1506908,2331640,Republican
192008,Iowa,19,2008,0.3496197327852004,0.7206977689130468,0.005943187618412038,0.18277906080566939,48.160245033967094,0.48646712155522315,4.894910369114038,0.04944353908195998,0.6561105782956925,0.006627379578744369,0.3753192973098255,0.1408645749331412,2.8083666432210808,53.9386525422626,44.40201194674718,1536820,2331640,Democrat
192012,Iowa,19,2012,0.3334298537715361,0.7527639987396106,0.0058656738233095465,0.16850273290826265,45.2694704573516,0.45726737835708686,4.6160819613402095,0.046627090518587974,0.6237308202683639,0.006300311315842059,0.4045718141982591,0.1636783528436707,2.8083666432210808,51.98801653414908,46.17786851053609,1582180,2331640,Democrat
192016,Iowa,19,2016,0.3262282297894463,0.9510172172294131,0.006591036232141292,0.18167272059276648,31.586719128499,0.31905776897473737,3.2659535899678986,0.032989430201695945,0.6093275723041843,0.0061548239626685285,0.5609820745208498,0.3147008879337163,2.8083666432210808,41.740489172947406,51.147327224046016,1566031,2331640,Republican
192020,Iowa,19,2020,0.3528699717355786,1.0812095314991756,0.007918003207931535,0.22071081487165087,32.885863936358945,0.3321804438016055,3.4082597066343108,0.0344268657235789,0.6626110561964489,0.006693040971681302,0.6036176667458402,0.3643542876076922,2.8083666432210808,44.89171557144218,53.34581999454719,1690871,2331640,Republican
052000,Arkansas,05,2000,0.09295549415898374,0.5112524499805016,0.0028285120267542993,0.04097167286847913,23.499339282776056,0.3133245237703474,2.925517831413906,0.03900690441885208,0.5917070059937629,0.007889426746583505,0.7169056767295793,0.513953749327096,14.995516988136915,45.86425626043496,51.30719769663293,921781,2219490,Republican
052004,Arkansas,05,2004,0.11219020524638901,0.5171068686727691,0.0024826818520395904,0.03861776520511842,22.258268386426202,0.29677691181901605,2.7938910892791666,0.037251881190388886,0.5293434666904132,0.007057912889205509,0.7245043990030995,0.5249066241748424,14.995516988136915,44.47505632565052,54.35828618175675,1053694,2219490,Republican
052008,Arkansas,05,2008,0.0755440305277445,0.3973746675526022,0.0019254435879471786,0.03590206360698715,15.840682659635753,0.2112091021284767,2.055134416119492,0.02740179221492656,0.4010960245667864,0.005347946994223819,0.8311640589006619,0.690833692808223,14.995516988136915,38.86465976512423,58.71590449992959,1086617,2219490,Republican
052012,Arkansas,05,2012,0.09158358014737444,0.4383304722286155,0.0020329307691522537,0.04776298105482092,14.34127438476428,0.19121699179685706,1.842194233929616,0.024562589785728214,0.3680116294273179,0.004906821725697572,0.8813363716435767,0.7767537999818648,14.995516988136915,36.87899030172011,60.566936084109116,1069468,2219490,Republican
052016,Arkansas,05,2016,0.06269514076418514,0.367168837349484,0.0014455267528262932,0.029436794462871466,10.720438851573505,0.14293918468764674,1.4261386708905508,0.01901518227854068,0.37486698152245207,0.004998226420299361,0.9117043576870897,0.8312048358256288,14.995516988136915,33.6751347026629,60.61372020079724,1129896,2219490,Republican
052020,Arkansas,05,2020,0.0595589658204978,0.2990845289043818,0.0018751273827012564,0.028288318532636213,9.833409502132536,0.13111212669510047,1.37189438305658,0.018291925107421066,0.43217082782663435,0.005762277704355125,0.8387698209083645,0.7035348124666498,14.995516988136915,34.77506195301496,62.39572985614432,1219069,2219490,Republican
082000,Colorado,08,2000,0.31978155339805825,0.6571901326843618,0.0048343370435944884,0.16760606540799564,22.183703481926038,0.34662036690509435,2.9058395135264683,0.04540374239885107,0.634596219378898,0.009915565927795281,0.11164524697887648,0.012464661172974328,3.7934898657554132,42.848351491469096,50.36218031739919,1849217,4153985,Republican
082004,Colorado,08,2004,0.3578004478726051,0.8656201615458715,0.007675516058157663,0.23023737229786234,24.80182910133923,0.38752857970842547,3.3067456191471116,0.05166790029917362,0.7149614073359376,0.011171271989624025,-0.0014682619288532122,2.1557930917197554e-06,3.7934898657554132,47.0378422542883,51.7110953545921,2129630,4153985,Republican
082008,Colorado,08,2008,0.3849425287356322,0.92116995038855,0.008722812385330778,0.25633529152235873,28.023778722003403,0.43787154253130317,3.7124392174599006,0.058006862772810946,0.7692455690619917,0.01201946201659362,0.007409995442487402,5.4908032457684066e-05,3.7934898657554132,53.66023684069159,44.70752210933716,2401361,4153985,Democrat
082012,Colorado,08,2012,0.36795229603505536,0.8480483459031796,0.00769549395575984,0.23152751081827552,26.433331855468843,0.4130208102417007,3.525335405449334,0.05508336571014585,0.7244833031108163,0.011320051611106505,0.04697595222429221,0.0022067400873789843,3.7934898657554132,51.49421010370085,46.1249477953789,2569217,4153985,Democrat
