4.912243605859998999e-05,4.846694444589994482e-05,1.560999626294123910e-04,6.090247448231280889e-05,3.717965251704996604e-05,5.285001348261223381e-05,6.196048699249581855e-06,3.287928714474990747e-05,3.403246006120815622e-03,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07,1.754629560499989389e-07
1.867776398167130696e-04,1.812707716648118063e-04,4.400368286769496375e-04,3.090194705845512022e-04,1.005766155538144571e-04,2.494045370274495816e-04,1.609520738081340972e-05,1.464063154093127295e-04,3.654643154027702439e-03,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05,1.052819856281257133e-05
6.076600307627017319e-04,6.028257680487976054e-04,1.240985873489462623e-03,7.687260525661150472e-04,5.331496059140499594e-04,6.844815104147112779e-04,4.700650939580493281e-04,5.544842863240495925e-04,4.467469253347915517e-03,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04,4.663247276380495885e-04
2.870671566050016322e-06,2.761132501249975274e-06,1.101907980075125283e-04,2.030300806061270918e-05,1.270099220000054264e-06,1.989382349251234746e-05,7.857564800002356002e-09,5.362354009799969290e-06,3.362160311911013832e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.870671566050016322e-06,2.761132501249975274e-06,1.101907980075125283e-04,2.030300806061270918e-05,1.270099220000054264e-06,1.989382349251234746e-05,7.857564800002356002e-09,5.362354009799969290e-06,3.362160311911013832e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.870671566050016322e-06,2.761132501249975274e-06,1.101907980075125283e-04,2.030300806061270918e-05,1.270099220000054264e-06,1.989382349251234746e-05,7.857564800002356002e-09,5.362354009799969290e-06,3.362160311911013832e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.870671566050016322e-06,2.761132501249975274e-06,1.101907980075125283e-04,2.030300806061270918e-05,1.270099220000054264e-06,1.989382349251234746e-05,7.857564800002356002e-09,5.362354009799969290e-06,3.362160311911013832e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.870671566050016322e-06,2.761132501249975274e-06,1.101907980075125283e-04,2.030300806061270918e-05,1.270099220000054264e-06,1.989382349251234746e-05,7.857564800002356002e-09,5.362354009799969290e-06,3.362160311911013832e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.870671566050016322e-06,2.761132501249975274e-06,1.101907980075125283e-04,2.030300806061270918e-05,1.270099220000054264e-06,1.989382349251234746e-05,7.857564800002356002e-09,5.362354009799969290e-06,3.362160311911013832e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.870671566050016322e-06,2.761132501249975274e-06,1.101907980075125283e-04,2.030300806061270918e-05,1.270099220000054264e-06,1.989382349251234746e-05,7.857564800002356002e-09,5.362354009799969290e-06,3.362160311911013832e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
